answer_text,answer_start,question,context,subject,Task
1962,173,متى تم افتتاح الجامعة الأردنية في عمّان ؟,"  الجامعة الأردنية هي جامعة حكومية رسمية تقع في العاصمة الأردنية عمّان في منطقة الجبيهة، تُعتبر الجامعة الأولى التي تم إنشاؤها في المملكة الأردنية الهاشمية، حيث كان ذلك عام 1962 عندما تم إصدار إرادة ملكية بإنشاء الجامعة في شمال عمان، بعد أن حضر وفد عسكري بريطاني للبحث في الدعم للقوات المسلحة الأردنية، وحينها تمت المطالبة بإنشاء الجامعة.[1][2][3] حالياً المنطقة المحيطة بالجامعة هي واحدة من المناطق الحضرية في عمّان والتي تمتاز بعدد السكان وارتفاع المستوى التعليمي والثقافي ويسمى لواء الجامعة.[4]",الجامعة الأردنية,Factoid
أبي الحسن الماوردي,32,من هو مؤلف كتاب الأحكام السلطانية ؟,"الأحكام السلطانية كتاب من تأليف أبي الحسن الماوردي، يختص الكتاب في مواضيع السياسة الشرعية.",الأحكام السلطانية (كتاب),Factoid
نوفمبر عام 333 قبل الميلاد,27,متى وقعت معركة إسوس؟,  وقعت معركة إسوس Issus في نوفمبر عام 333 قبل الميلاد في جنوب الأناضول بين جيش الإسكندر الأكبر المقدوني وجيش الفرس الأخمينيين بقيادة الإمبراطور داريوش الثالث بنفسه .[1][2][3] وأسفرت المعركة عن هزيمة منكرة لجيش داريوس الذي فر من المعركة تاركا خلفه زوجته وبنتيه وأمه سبايا ومالا كثيرا .,معركة إسوس,Factoid
بولندا,42,أين تقع مدينة سووبسك؟,سووبسك  هي city with powiat rights تقع في بولندا في محافظة بومرسكي.[1] يقدر عدد سكانها 43.15 كم2 وترتفع عن سطح البحر 22 متر.,سووبسك,Factoid
قوات عسكرية تابعة للجيش الأسترالي,79,ما هي القوات الجوية الملكية الأسترالية؟,"القوات الجوية الملكية الأسترالية (بالإنجليزية:Royal Australian Air Force) ، هي قوات عسكرية تابعة للجيش الأسترالي وترمز ""RAAF"" ، وشاركت في الحروب منذ شهر مارس عام 1921م حتى مرحلة غزو العراق عام 2003) .",القوات الجوية الملكية الأسترالية,Factoid
أمريكا الجنوبية,79,في اي قارة تقغ دولة فنزويلا ؟,"فنزويلا ؛ رسمياً جمهورية فنزويلا البوليفارية ، هي دولة تقع على الساحل الشمالي لأمريكا الجنوبية. تغطي أراضي فنزويلا مساحة تقدر بنحو 916،445 كيلومتر مربع (353،841 ميل مربع) ويقدر عدد سكانها بحوالي 29،100،000 نسمة. تعتبر فنزويلا دولة ذات تنوع بيولوجي شديد للغاية، فهي تضم مناطق بيئية عديدة ومتنوعة تبدأ من جبال الانديز في الغرب لتصل إلى حوض غابات الامازون المطيرة في الجنوب، مارة عبر سهول يانوس الواسعة وساحل الكاريبي في الوسط ودلتا نهر أورينوكو في شرق البلاد.",فنزويلا,Factoid
فتحة داخل عدسة الكاميرا يمكن التحكم بها بتضييقها أو فتحها للحصول على كمية الضوء المناسبة,28,ما هي فتحة العدسة بالكاميرا؟, فتحة العدسة أو الحدقة  وهي فتحة داخل عدسة الكاميرا يمكن التحكم بها بتضييقها أو فتحها للحصول على كمية الضوء المناسبة أو ما يسمى بالتعريض المناسب فكل ما كانت العدسة مفتوحة أو واسعة كل ما كانت كمية الضوء الداخلة أكثر والعكس الصحيح. وللحصول على التعريض المناسب يجب الموازنة بين مقدار فتحة العدسة وسرعة الغالق.,فتحة عددية,Non-factoid
خيول السباق المهجنة الأصيلة,20,ما هي خيول ثوروبريد؟,خيويل ثوروبريد  وهي خيول السباق المهجنة الأصيلة.[1][2][3] وقد نشأت هذه الخيول في بريطانيا بمزاوجة ثلاثة من الخيول العربية الأصيلة مع الخيول الإنجليزية. فنشأت أجيال من هذه الفئة جمعت في صفاتها بين قوة الخيول الإنجليزية وسرعة الخيول العربية خصوصا في سباقات الأرض المنبسطة. ,خيول ثوروبريد,Factoid
عظيمات السمع,32,ما هي أصغر عظام جسم الإنسان ؟," العظيمات أو العظيمات الثلاث أو عظيمات السمع  هي أصغر ثلاثة عظام في الجسم البشري وتوجد في الأذن الوسطى، يتصل بعضها ببعض، تقوم بربط الغشاء الطبلي بالأذن الداخلية، وهي أولى العظام التي تتعظم كلياً في أثناء التطور الجنيني، بحيث تكون ناضجة عند الولادة.[1][2][3] تتميز العظيمات بكثافة (صلابة) استثنائية.",عظيمات,Factoid
لصلادة المواد يستخدم للدلالة على قدرة المواد المختلفة على مقاومة الخدش,19,ما هو مقياس موس؟,"مقياس موس هو مقياس لصلادة المواد يستخدم للدلالة على قدرة المواد المختلفة على مقاومة الخدش.[1][2][3] ويتم ذلك بفحص قدرة مادة صلبة على خدش مادة أقلّ صلابة منها. وضع هذا المقياس عام 1812م على يد عالم المعادن الألماني فريدرش موس. ويعتبر مقياس موس مقياسًا ترتيبيًا، أي أنه يعطي المواد ترتيبًا معينا في قائمة المواد ولا يعطي القيمة المطلقة للصلابة. فمثال ذلك الألماس الذي يلي الكورندم حسب مقياس موه مع أن صلابته تقارب أربع أضعاف صلابة الكورندم.",مقياس موس,Non-factoid
1968,247,متى اعتنق الشاعر أميري بركة الإسلام؟,"كان من المعجبين بمالكوم إكس الذي أدى اغتياله عام 1965 إلى تغيير واسع في حياة الشاعر بركة، حيث بدأ بتطليق زوجته الأولى وتزوج من امرأة سوداء عام 1967 اسمها الأصلي سيلفيا روبنسون، واسمها الآن أمينة بركة وهي شاعرة وكاتبة أمريكية. ثم اعتنق الإسلام عام 1968 وأصبح اسمه منذ ذلك الحين الإمام أميري بركة، لكنه بعد فترة غير الاسم إلى أميري بركة وحذف كلمة الإمام، وكان ذلك بعد أن تبنى الماركسية كفلسفة عام 1974.",أميري بركة,Factoid
9 مارس 1934,77,في أي عام ولد رائد الفضاء  يوري غاغارين؟,يوري ألكسيافيتش جاجارين (بالروسية:Юрий Алексеевич Гагарин) رائد فضاء سوفيتي (9 مارس 1934 - 27 مارس 1968) يعتبر جاجارين أول إنسان يتمكن من الطيران إلى الفضاء الخارجي والدوارن حول الأرض في 12-أبريل - 1961 على متن مركبة الفضاء السوفيتية (فوستوك1).,يوري جاجارين,Factoid
10 فبراير 1894-29 ديسمبر 1986,60,متى عاش الدكتور هارولد كون؟," هارولد ماكميلان  سياسي بريطاني من حزب المحافظين البريطاني (10 فبراير 1894-29 ديسمبر 1986). وتولى رئاسة الوزارة في بريطانيا من 10 يناير 1957 إلى 18 أكتوبر 1963. تم تلقيبه بإسم ""سوبر ماك""، كان معروفاً للبراغماتية، الطرافة وهدؤه. ",هارولد ماكميلان,Factoid
نوع من السجق أصله أمازيغي من شمال أفريقيا,11,ما هو المرقاز؟,"المرقاز هو نوع من السجق أصله أمازيغي من شمال أفريقيا حيث يستعمل كثيراً في الطعام العادي وهو محبوب أيضاً في فرنسا وألمانيا. وسجق المرقاز مصنوع من لحم الخروف أو لحم البقر ومتبل بالهريسة التي تجعله أحمر. فعادةً المرقاز مجفف تحت الشمس ثم مشوي وأحياناً مطبوخ بالكسكسي. وفي المغرب ،تونس ،الجزائر ،ليبيا وبعض الدول الأخرى المرقاز معروف كأكلة خفيفة.",مرقاز,Non-factoid
